Id,SalePrice
1461,122993.92108882789
1462,155676.12572478942
1463,181409.2612664359
1464,192205.05865029542
1465,176942.15452880372
1466,177670.9928357872
1467,173944.40317562193
1468,174441.8246874318
1469,179066.88955267667
1470,123545.39068044879
1471,197028.70874605104
1472,91155.8789395196
1473,99078.56747048459
1474,153682.79643022545
1475,131722.65718922214
1476,351877.29721952614
1477,247860.63441838976
1478,280145.65284863726
1479,266666.04615971213
1480,463871.90089104616
1481,323484.9272538423
1482,205203.36781499712
1483,171136.27468022038
1484,161609.06580613786
1485,180583.05404903434
1486,195535.43698961876
1487,330939.7648021516
1488,236851.59767885925
1489,203121.51480685832
1490,208512.6103937996
1491,185401.7512985373
1492,86941.15248586044
1493,178370.4540289975
1494,270819.729725012
1495,278492.874240449
1496,223953.71039210958
1497,184867.3244825377
1498,158212.4036731583
1499,156339.83778459922
1500,147122.3660148546
1501,175042.60935129394
1502,154467.19032665403
1503,300122.4471760766
1504,234250.78372505365
1505,230531.59930453065
1506,179808.47010293562
1507,212415.7352348487
1508,200847.15839105158
1509,169876.504376252
1510,147215.147729813
1511,137964.41749966735
1512,161828.46234835568
1513,149180.76640730232
1514,160163.63047281248
1515,171757.2512647631
1516,148922.83357161222
1517,152440.87333111904
1518,124096.29091220174
1519,208966.88087482427
1520,135897.9911327347
1521,133679.4278998172
1522,164767.58419616966
1523,119524.14700361359
1524,125810.95186927973
1525,124612.871109057
1526,126012.68840770895
1527,101509.44935361863
1528,135864.31658537695
1529,144565.75904822978
1530,170284.77050111676
1531,110395.62159794311
1532,101216.6833151998
1533,148151.47646521262
1534,117754.83395119173
1535,160087.64824537231
1536,116621.62055497851
1537,67837.81402280155
1538,157542.21516538583
1539,192108.0725634717
1540,103790.74100115929
1541,147735.73332585613
1542,150909.5265222829
1543,220513.84050206328
1544,73324.12627122499
1545,107779.67528948191
1546,125179.82421288376
1547,133576.9253306583
1548,129661.91057637845
1549,107000.40390239337
1550,135590.69265622998
1551,111756.71275290014
1552,118893.69126045796
1553,151871.1695550678
1554,102678.58499045299
1555,183029.7744635441
1556,95986.36390282676
1557,123542.66885840001
1558,82444.9088585609
1559,112832.81784869035
1560,150175.50342498347
1561,132844.77230507802
1562,128477.2939300661
1563,119359.7423542978
1564,156097.18047433737
1565,144298.54186305124
1566,225171.34266842788
1567,64909.108127709456
1568,224862.4764823439
1569,140718.84390066427
1570,130238.59613667891
1571,106770.58119931546
1572,147873.92628655367
1573,228500.13193362404
1574,108717.14576718552
1575,214554.97508854495
1576,222710.2193029254
1577,192426.96501771873
1578,148400.02581799863
1579,148325.23115186946
1580,194306.3781097815
1581,148037.29604936208
1582,132340.38234263178
1583,336135.88762453623
1584,233384.3586315083
1585,142182.01099452632
1586,69317.03750908902
1587,104842.4698050534
1588,146598.94331919108
1589,98351.09208683686
1590,126373.51182592158
1591,93253.69011201084
1592,128046.3865422149
1593,125710.85243513448
1594,148226.17558489228
1595,126043.31171966171
1596,242724.64451086876
1597,193708.86844252757
1598,190548.21579800613
1599,160840.50550921875
1600,161829.42087912446
1601,66903.69187986679
1602,108674.10559881933
1603,85507.19523031291
1604,273041.9244796732
1605,236077.68443628776
1606,175402.19384263468
1607,151161.766740926
1608,215541.8177825237
1609,188715.48058496145
1610,151933.66051317568
1611,139886.16466701802
1612,155186.70748160462
1613,158048.74116681961
1614,124544.99451395315
1615,82501.55127194212
1616,72911.35247412825
1617,89313.76447633884
1618,125635.10484915902
1619,134637.58201142243
1620,152079.91720072628
1621,135462.63416861295
1622,142066.52042292882
1623,277775.39494440396
1624,203823.21528448805
1625,118469.85417536262
1626,155896.37770676383
1627,183497.70670853835
1628,265943.3009501795
1629,170402.56540143152
1630,371153.1969976729
1631,211015.65011536804
1632,245015.14643483865
1633,169060.22178397354
1634,188533.84482830745
1635,174835.16702925522
1636,161156.87476231242
1637,197933.1319223171
1638,196562.47743245383
1639,186508.9301239942
1640,256432.85110252688
1641,178594.44830165032
1642,223933.0134157463
1643,221921.6054831656
1644,224585.83295873093
1645,190769.26233478598
1646,159577.53657230712
1647,153059.51957785455
1648,137649.59181254182
1649,141786.14007772104
1650,125580.10021519223
1651,119262.25378910259
1652,92997.97265677308
1653,96452.28307875477
1654,148265.60867675225
1655,151975.85745222337
1656,145498.26765984859
1657,151735.0139654152
1658,147967.10878093063
1659,136771.76970760452
1660,152517.3364828691
1661,461473.38091460237
1662,401819.6760282686
1663,389990.76658355055
1664,434930.3677179793
1665,312475.7631014232
1666,330760.40832811804
1667,384074.90750045684
1668,345217.26945134066
1669,288104.8183422032
1670,354030.3253935983
1671,275905.32795401744
1672,456324.9800476354
1673,296449.9176683063
1674,246023.04617963574
1675,184615.6478458665
1676,188242.2407777551
1677,228030.90251176895
1678,441436.38491089357
1679,402324.0305281915
1680,341000.2120513199
1681,224484.70399771328
1682,304288.9324007518
1683,181004.41800278847
1684,167183.3391738045
1685,173711.00205549347
1686,166513.68862249737
1687,173378.43564665003
1688,193165.7599700058
1689,185000.93383443344
1690,187743.81779038525
1691,172893.66253737154
1692,236505.32640284213
1693,174760.6988529369
1694,185976.03064015496
1695,169177.1449403616
1696,290971.1417418774
1697,173159.71700139678
1698,376107.0379388169
1699,319815.996865167
1700,239542.63748392314
1701,265551.06923533377
1702,260877.1455269492
1703,255061.58680452505
1704,308844.28301742574
1705,209659.35998268527
1706,400627.0683124508
1707,210610.29106072334
1708,221983.88928386083
1709,283004.474530028
1710,217623.3104849491
1711,237019.26606251972
1712,251580.7879644659
1713,271820.1151340817
1714,223007.55481669444
1715,206580.34047800768
1716,178897.1788713365
1717,175633.8820638611
1718,134086.33046175467
1719,194792.845524497
1720,240608.8805834322
1721,159889.00576911133
1722,123062.86559900938
1723,158140.95625682824
1724,196294.98860490764
1725,243308.15390372134
1726,186451.24325382992
1727,159738.3007418319
1728,176333.19245336938
1729,165167.25109892138
1730,143541.9924495374
1731,114436.47536006286
1732,129478.13849499614
1733,106740.68859679601
1734,126664.57621503662
1735,135091.3717578047
1736,112915.4793940642
1737,327264.8452914483
1738,227803.11061028246
1739,324627.9920186933
1740,197363.6075856105
1741,181912.79929540522
1742,172591.5130337353
1743,172069.89983372515
1744,297423.6643868148
1745,233167.05553539225
1746,192059.54090259134
1747,208222.5768302844
1748,230691.99388840303
1749,151272.7242066716
1750,144169.65009188716
1751,236129.17504963305
1752,119456.42444391504
1753,136992.40555340028
1754,209550.70130697294
1755,162476.90797056895
1756,127628.71680669174
1757,118983.85104143491
1758,145330.27169133542
1759,163799.72236553664
1760,160714.68977751432
1761,152935.32728222533
1762,176145.45568391753
1763,161016.4103937926
1764,114685.55818637
1765,157738.1471691692
1766,174137.03575117677
1767,204573.70326162135
1768,145673.46219890565
1769,165073.07165784383
1770,143013.1173935458
1771,136087.43330929225
1772,131488.1656848156
1773,137626.72570655352
1774,117684.26556252327
1775,132413.76802612664
1776,117540.85430814224
1777,111414.87127520381
1778,129703.68519716513
1779,119129.20834300674
1780,179658.8477093324
1781,128314.16329556605
1782,92706.41142722676
1783,136859.17982353398
1784,94976.35886647494
1785,117164.4436475043
1786,130874.37963072168
1787,155342.60929514066
1788,62621.06879294844
1789,84291.29681739255
1790,80157.98908994156
1791,162490.23532291988
1792,160067.4999109432
1793,133974.27172231732
1794,142160.53197821404
1795,131368.85907243603
1796,112758.88809043696
1797,115408.43301149429
1798,122560.82893557285
1799,109535.68342689554
1800,134001.03434474766
1801,143496.5806817222
1802,127010.45398277728
1803,140847.3862453048
1804,145586.0512931966
1805,134378.26387918374
1806,120238.74391364172
1807,128934.13414496776
1808,117497.56222113341
1809,112107.04713182493
1810,138166.9584067192
1811,106352.94451027406
1812,98275.93639441178
1813,123571.63392696815
1814,87275.25368613396
1815,58817.054716729246
1816,100797.60539848178
1817,103452.22660824348
1818,141236.8071836574
1819,116068.85856814934
1820,68610.0474818354
1821,95105.76853409862
1822,148365.6103552482
1823,57200.99610031823
1824,141514.62783901155
1825,121409.11175436631
1826,104861.562430702
1827,114749.10988479317
1828,137093.75770941997
1829,116426.76556099394
1830,134681.27175702486
1831,152985.9060863892
1832,105720.74248261223
1833,140692.4728525429
1834,118817.04109530109
1835,137551.98248039835
1836,132239.23428719485
1837,90018.8979913131
1838,130539.10017120386
1839,82959.65973160429
1840,154994.4729772035
1841,145962.64620195227
1842,87279.6455280844
1843,140034.3804336048
1844,128317.65777667602
1845,135027.51561967158
1846,148401.91792779337
1847,167392.58549857393
1848,58439.34128070577
1849,104691.7801327183
1850,117522.47434768736
1851,143497.8652904243
1852,120437.35401112583
1853,134015.33377102675
1854,169041.35413816085
1855,138946.99643211783
1856,219034.59869726887
1857,130792.5258574328
1858,142671.75795308859
1859,121682.85874564639
1860,158197.42813618475
1861,117388.24104546265
1862,304718.163738948
1863,302293.8529759512
1864,302293.8529759512
1865,323029.29161283444
1866,349441.9631267406
1867,238383.69742010636
1868,301238.57315864076
1869,214008.0079607876
1870,216131.15228187392
1871,231890.03470978944
1872,170562.7588923189
1873,235730.9406656684
1874,140865.9703205659
1875,207398.7001737853
1876,197207.77124450335
1877,213737.70822626105
1878,215737.7450338801
1879,130760.34108907076
1880,140177.30197938005
1881,239315.51844917616
1882,249605.0791337536
1883,195347.6069410091
1884,209009.9819896787
1885,236311.33327623783
1886,288204.01924889075
1887,200781.80825618847
1888,274678.2604894686
1889,150606.31041247313
1890,132667.26048643515
1891,141548.09736620184
1892,104341.47342799378
1893,129847.78725858116
1894,120727.1664320385
1895,139926.05477462002
1896,119114.18555439224
1897,120893.95257178674
1898,97690.9971329746
1899,146726.6421044802
1900,155791.40702764355
1901,179207.74407509246
1902,145773.19374793075
1903,259844.08318005616
1904,147795.99304460132
1905,197424.74641701794
1906,193133.1968046244
1907,214424.61313572986
1908,108434.97284247608
1909,139584.91002263266
1910,121403.32711864295
1911,206037.62074071402
1912,319922.86150110705
1913,149107.6183883609
1914,58522.66708988146
1915,293768.45790572313
1916,65031.28290937655
1917,249410.92218094534
1918,141872.38074418486
1919,174385.30742376827
1920,150186.5447910839
1921,400471.32064296445
1922,313736.81508448906
1923,215340.8631026262
1924,235650.03514017534
1925,210743.41866536133
1926,370298.92102020426
1927,129491.83775813712
1928,158672.02405394538
1929,129143.23355133491
1930,120874.56359744114
1931,143407.49258394196
1932,137380.24155750795
1933,168381.32336174772
1934,180539.86785738872
1935,180040.87351786366
1936,186990.32710815695
1937,182539.18547351946
1938,178174.33710955773
1939,253255.2072501108
1940,177679.47695817254
1941,176708.38581488273
1942,183610.16620652014
1943,195635.54528992777
1944,326967.6294876581
1945,383752.90744489554
1946,185020.85099945855
1947,343188.67203205085
1948,185195.31898487645
1949,238082.03714507684
1950,186784.49731117932
1951,248822.10003884768
1952,220785.79270925402
1953,163765.89615913524
1954,184882.16999388725
1955,141801.82775830565
1956,319113.5718480737
1957,159873.68465946434
1958,294734.47324643383
1959,138960.22704525027
1960,115517.83079134108
1961,119353.55474265706
1962,95189.62578226741
1963,100924.97986523353
1964,110531.39611642357
1965,148179.9358508283
1966,145552.23558892027
1967,278209.3192895499
1968,407319.7741767506
1969,397874.2794946619
1970,434827.5208254809
1971,459491.53561828565
1972,367688.16103920166
1973,277220.227705306
1974,296815.12306718813
1975,423845.34666518134
1976,265553.8871864434
1977,384168.06029294623
1978,382128.475714707
1979,321669.54739792476
1980,196756.44427288364
1981,348571.3563245233
1982,231966.83781043813
1983,196447.11649229997
1984,166068.74095978632
1985,216438.2768583035
1986,215525.02856854768
1987,172338.15223652677
1988,180437.38686239047
1989,197506.59995285448
1990,212164.01145222865
1991,230294.5941045942
1992,215375.14935429543
1993,169083.55262280413
1994,255099.69198018932
1995,187257.21490228846
1996,246479.5372919671
1997,274671.4063521399
1998,340030.9280823878
1999,256094.37352591974
2000,298261.72989271564
2001,258904.62792702962
2002,248155.94234032088
2003,262899.3922986856
2004,259015.12959476715
2005,210315.65240740415
2006,223500.56955577602
2007,241749.4133723633
2008,208000.92657209875
2009,191428.26105487294
2010,187448.9071312189
2011,139026.63996868886
2012,171152.51464038953
2013,184248.76090378454
2014,190081.28096928113
2015,192107.78480941165
2016,194107.04252526764
2017,201738.73685619736
2018,123253.66405532155
2019,140119.99437188622
2020,112044.23305369713
2021,107803.51915591523
2022,177041.90717615638
2023,144634.78689634454
2024,236698.25761983942
2025,400087.9689674212
2026,170430.55837837
2027,143277.18528240055
2028,156222.52877785213
2029,172698.74717716099
2030,278732.95936273516
2031,215933.2100289532
2032,236178.68505420425
2033,266937.69484970806
2034,164095.97621638543
2035,219431.73389013376
2036,188160.2590447213
2037,195177.21206271232
2038,284572.10478465137
2039,197483.8458157312
2040,364273.4784237185
2041,286308.2311628537
2042,204332.4973749328
2043,175190.53713953885
2044,177009.67438435674
2045,224234.1749252409
2046,142403.02952683618
2047,149715.44156789797
2048,136772.60532805283
2049,128725.85674085797
2050,172358.3194350198
2051,106516.371418629
2052,136453.25162097017
2053,144522.86632010856
2054,80927.76849433072
2055,147636.44560955386
2056,134820.87298675824
2057,118481.86138332487
2058,213324.61096799377
2059,135071.81678749432
2060,169891.59879310816
2061,174797.0891685059
2062,133394.05280111884
2063,111645.65823927615
2064,141831.9460756055
2065,111767.19533290353
2066,161827.1726896457
2067,127156.09371621015
2068,121399.47619090539
2069,78014.86780302077
2070,111245.66425945939
2071,86136.25324492852
2072,123790.45769467435
2073,142961.36430234648
2074,178341.17403250892
2075,145966.83865325386
2076,115896.99028677934
2077,155813.35335856446
2078,128162.57802781898
